"profileID","respID","qID","altID","obsID","tired","walking","sports","concentration","embarrassed","unhappiness","treated"
"1352524",378,2,1,3018,"never","sometimes","always","almost never","always","almost never","often"
"2531142",378,3,1,3019,"almost never","always","sometimes","never","never","often","almost never"
"4444222",378,4,1,3020,"often","often","often","often","almost never","almost never","almost never"
"1425154",378,5,1,3021,"never","often","almost never","always","never","always","often"
"5314543",378,6,1,3022,"always","sometimes","never","often","always","often","sometimes"
"4512345",378,7,1,3023,"often","always","never","almost never","sometimes","often","always"
"1543352",378,8,1,3024,"never","always","often","sometimes","sometimes","always","almost never"
"5432123",379,1,1,3025,"always","often","sometimes","almost never","never","almost never","sometimes"
"5314543",379,2,1,3026,"always","sometimes","never","often","always","often","sometimes"
"4135543",379,3,1,3027,"often","never","sometimes","always","always","often","sometimes"
"4321512",379,4,1,3028,"often","sometimes","almost never","never","always","never","almost never"
"3333111",379,5,1,3029,"sometimes","sometimes","sometimes","sometimes","never","never","never"
"2413321",379,6,1,3030,"almost never","often","never","sometimes","sometimes","almost never","never"
"5555111",379,7,1,3031,"always","always","always","always","never","never","never"
"3215215",379,8,1,3032,"sometimes","almost never","never","always","almost never","never","always"
"1111333",380,1,1,3033,"never","never","never","never","sometimes","sometimes","sometimes"
"3451425",380,2,1,3034,"sometimes","often","always","never","often","almost never","always"
"1234253",380,3,1,3035,"never","almost never","sometimes","often","almost never","always","sometimes"
"2222444",380,4,1,3036,"almost never","almost never","almost never","almost never","often","often","often"
"3451234",380,5,1,3037,"sometimes","often","always","never","almost never","sometimes","often"
"2413512",380,6,1,3038,"almost never","often","never","sometimes","always","never","almost never"
"3451425",380,7,1,3039,"sometimes","often","always","never","often","almost never","always"
"4444444",380,8,1,3040,"often","often","often","often","often","often","often"
"4135234",381,1,1,3041,"often","never","sometimes","always","almost never","sometimes","often"
"2222555",381,2,1,3042,"almost never","almost never","almost never","almost never","always","always","always"
"5432432",381,3,1,3043,"always","often","sometimes","almost never","often","sometimes","almost never"
"3333555",381,4,1,3044,"sometimes","sometimes","sometimes","sometimes","always","always","always"
"1425345",381,5,1,3045,"never","often","almost never","always","sometimes","often","always"
"5432123",381,6,1,3046,"always","often","sometimes","almost never","never","almost never","sometimes"
"4321321",381,7,1,3047,"often","sometimes","almost never","never","sometimes","almost never","never"
"1543543",381,8,1,3048,"never","always","often","sometimes","always","often","sometimes"
"5314425",382,1,1,3049,"always","sometimes","never","often","often","almost never","always"
"5241531",382,2,1,3050,"always","almost never","often","never","always","sometimes","never"
"4253432",382,3,1,3051,"often","almost never","always","sometimes","often","sometimes","almost never"
"4135425",382,4,1,3052,"often","never","sometimes","always","often","almost never","always"
"4321135",382,5,1,3053,"often","sometimes","almost never","never","never","sometimes","always"
"1234135",382,6,1,3054,"never","almost never","sometimes","often","never","sometimes","always"
"3524432",382,7,1,3055,"sometimes","always","almost never","often","often","sometimes","almost never"
"2345241",382,8,1,3056,"almost never","sometimes","often","always","almost never","often","never"
"5314352",383,1,1,3057,"always","sometimes","never","often","sometimes","always","almost never"
"4444222",383,2,1,3058,"often","often","often","often","almost never","almost never","almost never"
"2222333",383,3,1,3059,"almost never","almost never","almost never","almost never","sometimes","sometimes","sometimes"
"5241531",383,4,1,3060,"always","almost never","often","never","always","sometimes","never"
"3333333",383,5,1,3061,"sometimes","sometimes","sometimes","sometimes","sometimes","sometimes","sometimes"
"2413321",383,6,1,3062,"almost never","often","never","sometimes","sometimes","almost never","never"
"3215215",383,7,1,3063,"sometimes","almost never","never","always","almost never","never","always"
"1543234",383,8,1,3064,"never","always","often","sometimes","almost never","sometimes","often"
"4512345",384,1,1,3065,"often","always","never","almost never","sometimes","often","always"
"1234512",384,2,1,3066,"never","almost never","sometimes","often","always","never","almost never"
"3215451",384,3,1,3067,"sometimes","almost never","never","always","often","always","never"
"4321321",384,4,1,3068,"often","sometimes","almost never","never","sometimes","almost never","never"
"3524123",384,5,1,3069,"sometimes","always","almost never","often","never","almost never","sometimes"
"1543352",384,6,1,3070,"never","always","often","sometimes","sometimes","always","almost never"
"5432123",384,7,1,3071,"always","often","sometimes","almost never","never","almost never","sometimes"
"4512531",384,8,1,3072,"often","always","never","almost never","always","sometimes","never"
"5555222",385,1,1,3073,"always","always","always","always","almost never","almost never","almost never"
"4444222",385,2,1,3074,"often","often","often","often","almost never","almost never","almost never"
"4135352",385,3,1,3075,"often","never","sometimes","always","sometimes","always","almost never"
"5555555",385,4,1,3076,"always","always","always","always","always","always","always"
"4253123",385,5,1,3077,"often","almost never","always","sometimes","never","almost never","sometimes"
"1543352",385,6,1,3078,"never","always","often","sometimes","sometimes","always","almost never"
"1425413",385,7,1,3079,"never","often","almost never","always","often","never","sometimes"
"1543352",385,8,1,3080,"never","always","often","sometimes","sometimes","always","almost never"
"1234512",386,1,1,3081,"never","almost never","sometimes","often","always","never","almost never"
"1425413",386,2,1,3082,"never","often","almost never","always","often","never","sometimes"
"4512154",386,3,1,3083,"often","always","never","almost never","never","always","often"
"3142512",386,4,1,3084,"sometimes","never","often","almost never","always","never","almost never"
"1234321",386,5,1,3085,"never","almost never","sometimes","often","sometimes","almost never","never"
"2345123",386,6,1,3086,"almost never","sometimes","often","always","never","almost never","sometimes"
"3142321",386,7,1,3087,"sometimes","never","often","almost never","sometimes","almost never","never"
"1111222",386,8,1,3088,"never","never","never","never","almost never","almost never","almost never"
"3215524",387,1,1,3089,"sometimes","almost never","never","always","always","almost never","often"
"3333555",387,2,1,3090,"sometimes","sometimes","sometimes","sometimes","always","always","always"
"1234253",387,3,1,3091,"never","almost never","sometimes","often","almost never","always","sometimes"
"1543234",387,4,1,3092,"never","always","often","sometimes","almost never","sometimes","often"
"1352524",387,5,1,3093,"never","sometimes","always","almost never","always","almost never","often"
"3142512",387,6,1,3094,"sometimes","never","often","almost never","always","never","almost never"
"5432314",387,7,1,3095,"always","often","sometimes","almost never","sometimes","never","often"
"3333111",387,8,1,3096,"sometimes","sometimes","sometimes","sometimes","never","never","never"
"2345241",388,1,1,3097,"almost never","sometimes","often","always","almost never","often","never"
"3333333",388,2,1,3098,"sometimes","sometimes","sometimes","sometimes","sometimes","sometimes","sometimes"
"1234135",388,3,1,3099,"never","almost never","sometimes","often","never","sometimes","always"
"5314352",388,4,1,3100,"always","sometimes","never","often","sometimes","always","almost never"
"1111111",388,5,1,3101,"never","never","never","never","never","never","never"
"5241413",388,6,1,3102,"always","almost never","often","never","often","never","sometimes"
"4135543",388,7,1,3103,"often","never","sometimes","always","always","often","sometimes"
"4135543",388,8,1,3104,"often","never","sometimes","always","always","often","sometimes"
"5241345",389,1,1,3105,"always","almost never","often","never","sometimes","often","always"
"2413321",389,2,1,3106,"almost never","often","never","sometimes","sometimes","almost never","never"
"3451352",389,3,1,3107,"sometimes","often","always","never","sometimes","always","almost never"
"3215142",389,4,1,3108,"sometimes","almost never","never","always","never","often","almost never"
"5432241",389,5,1,3109,"always","often","sometimes","almost never","almost never","often","never"
"3215142",389,6,1,3110,"sometimes","almost never","never","always","never","often","almost never"
"5432432",389,7,1,3111,"always","often","sometimes","almost never","often","sometimes","almost never"
"3451425",389,8,1,3112,"sometimes","often","always","never","often","almost never","always"
"2413253",390,1,1,3113,"almost never","often","never","sometimes","almost never","always","sometimes"
"4512413",390,2,1,3114,"often","always","never","almost never","often","never","sometimes"
"2413135",390,3,1,3115,"almost never","often","never","sometimes","never","sometimes","always"
"5314352",390,4,1,3116,"always","sometimes","never","often","sometimes","always","almost never"
"1543352",390,5,1,3117,"never","always","often","sometimes","sometimes","always","almost never"
"3451543",390,6,1,3118,"sometimes","often","always","never","always","often","sometimes"
"1425345",390,7,1,3119,"never","often","almost never","always","sometimes","often","always"
"3142321",390,8,1,3120,"sometimes","never","often","almost never","sometimes","almost never","never"
"3333333",391,1,1,3121,"sometimes","sometimes","sometimes","sometimes","sometimes","sometimes","sometimes"
"5432432",391,2,1,3122,"always","often","sometimes","almost never","often","sometimes","almost never"
"1234321",391,3,1,3123,"never","almost never","sometimes","often","sometimes","almost never","never"
"1543352",391,4,1,3124,"never","always","often","sometimes","sometimes","always","almost never"
"2413135",391,5,1,3125,"almost never","often","never","sometimes","never","sometimes","always"
"4321135",391,6,1,3126,"often","sometimes","almost never","never","never","sometimes","always"
"3142512",391,7,1,3127,"sometimes","never","often","almost never","always","never","almost never"
"3142253",391,8,1,3128,"sometimes","never","often","almost never","almost never","always","sometimes"
"3333111",392,1,1,3129,"sometimes","sometimes","sometimes","sometimes","never","never","never"
"2531524",392,2,1,3130,"almost never","always","sometimes","never","always","almost never","often"
"5314543",392,3,1,3131,"always","sometimes","never","often","always","often","sometimes"
"5123142",392,4,1,3132,"always","never","almost never","sometimes","never","often","almost never"
"5123142",392,5,1,3133,"always","never","almost never","sometimes","never","often","almost never"
"2531215",392,6,1,3134,"almost never","always","sometimes","never","almost never","never","always"
"2154531",392,7,1,3135,"almost never","never","always","often","always","sometimes","never"
"3333444",392,8,1,3136,"sometimes","sometimes","sometimes","sometimes","often","often","often"
"1543425",393,1,1,3137,"never","always","often","sometimes","often","almost never","always"
"5432123",393,2,1,3138,"always","often","sometimes","almost never","never","almost never","sometimes"
"4135543",393,3,1,3139,"often","never","sometimes","always","always","often","sometimes"
"4512531",393,4,1,3140,"often","always","never","almost never","always","sometimes","never"
"4321512",393,5,1,3141,"often","sometimes","almost never","never","always","never","almost never"
"3142253",393,6,1,3142,"sometimes","never","often","almost never","almost never","always","sometimes"
"4321135",393,7,1,3143,"often","sometimes","almost never","never","never","sometimes","always"
"4512531",393,8,1,3144,"often","always","never","almost never","always","sometimes","never"
"4253432",394,1,1,3145,"often","almost never","always","sometimes","often","sometimes","almost never"
"1425154",394,2,1,3146,"never","often","almost never","always","never","always","often"
"5432432",394,3,1,3147,"always","often","sometimes","almost never","often","sometimes","almost never"
"1111111",394,4,1,3148,"never","never","never","never","never","never","never"
"4135425",394,5,1,3149,"often","never","sometimes","always","often","almost never","always"
"2531142",394,6,1,3150,"almost never","always","sometimes","never","never","often","almost never"
"1543425",394,7,1,3151,"never","always","often","sometimes","often","almost never","always"
"5314425",394,8,1,3152,"always","sometimes","never","often","often","almost never","always"
"3524432",395,1,1,3153,"sometimes","always","almost never","often","often","sometimes","almost never"
"5432314",395,2,1,3154,"always","often","sometimes","almost never","sometimes","never","often"
"3142135",395,3,1,3155,"sometimes","never","often","almost never","never","sometimes","always"
"1234321",395,4,1,3156,"never","almost never","sometimes","often","sometimes","almost never","never"
"3333555",395,5,1,3157,"sometimes","sometimes","sometimes","sometimes","always","always","always"
"1425413",395,6,1,3158,"never","often","almost never","always","often","never","sometimes"
"5314543",395,7,1,3159,"always","sometimes","never","often","always","often","sometimes"
"5314352",395,8,1,3160,"always","sometimes","never","often","sometimes","always","almost never"
"1111111",396,1,1,3161,"never","never","never","never","never","never","never"
"1543352",396,2,1,3162,"never","always","often","sometimes","sometimes","always","almost never"
"3524241",396,3,1,3163,"sometimes","always","almost never","often","almost never","often","never"
"2413512",396,4,1,3164,"almost never","often","never","sometimes","always","never","almost never"
"4444222",396,5,1,3165,"often","often","often","often","almost never","almost never","almost never"
"4512531",396,6,1,3166,"often","always","never","almost never","always","sometimes","never"
"2154154",396,7,1,3167,"almost never","never","always","often","never","always","often"
"2413321",396,8,1,3168,"almost never","often","never","sometimes","sometimes","almost never","never"
"1425154",397,1,1,3169,"never","often","almost never","always","never","always","often"
"4512345",397,2,1,3170,"often","always","never","almost never","sometimes","often","always"
"4135352",397,3,1,3171,"often","never","sometimes","always","sometimes","always","almost never"
"3451234",397,4,1,3172,"sometimes","often","always","never","almost never","sometimes","often"
"2154413",397,5,1,3173,"almost never","never","always","often","often","never","sometimes"
"2222333",397,6,1,3174,"almost never","almost never","almost never","almost never","sometimes","sometimes","sometimes"
"3333111",397,7,1,3175,"sometimes","sometimes","sometimes","sometimes","never","never","never"
"4135352",397,8,1,3176,"often","never","sometimes","always","sometimes","always","almost never"
"5241345",398,1,1,3177,"always","almost never","often","never","sometimes","often","always"
"5314352",398,2,1,3178,"always","sometimes","never","often","sometimes","always","almost never"
"3215215",398,3,1,3179,"sometimes","almost never","never","always","almost never","never","always"
"4135425",398,4,1,3180,"often","never","sometimes","always","often","almost never","always"
"3333555",398,5,1,3181,"sometimes","sometimes","sometimes","sometimes","always","always","always"
"4321512",398,6,1,3182,"often","sometimes","almost never","never","always","never","almost never"
"1234253",398,7,1,3183,"never","almost never","sometimes","often","almost never","always","sometimes"
"3215524",398,8,1,3184,"sometimes","almost never","never","always","always","almost never","often"
"5314352",399,1,1,3185,"always","sometimes","never","often","sometimes","always","almost never"
"3142135",399,2,1,3186,"sometimes","never","often","almost never","never","sometimes","always"
"5432241",399,3,1,3187,"always","often","sometimes","almost never","almost never","often","never"
"1234135",399,4,1,3188,"never","almost never","sometimes","often","never","sometimes","always"
"5314425",399,5,1,3189,"always","sometimes","never","often","often","almost never","always"
"4321135",399,6,1,3190,"often","sometimes","almost never","never","never","sometimes","always"
"4253241",399,7,1,3191,"often","almost never","always","sometimes","almost never","often","never"
"3524314",399,8,1,3192,"sometimes","always","almost never","often","sometimes","never","often"
"2345314",400,1,1,3193,"almost never","sometimes","often","always","sometimes","never","often"
"5555222",400,2,1,3194,"always","always","always","always","almost never","almost never","almost never"
"4135425",400,3,1,3195,"often","never","sometimes","always","often","almost never","always"
"4253432",400,4,1,3196,"often","almost never","always","sometimes","often","sometimes","almost never"
"2154154",400,5,1,3197,"almost never","never","always","often","never","always","often"
"2222555",400,6,1,3198,"almost never","almost never","almost never","almost never","always","always","always"
"3142135",400,7,1,3199,"sometimes","never","often","almost never","never","sometimes","always"
"5432432",400,8,1,3200,"always","often","sometimes","almost never","often","sometimes","almost never"
"2154345",401,1,1,3201,"almost never","never","always","often","sometimes","often","always"
"2531524",401,2,1,3202,"almost never","always","sometimes","never","always","almost never","often"
"5432123",401,3,1,3203,"always","often","sometimes","almost never","never","almost never","sometimes"
"4444555",401,4,1,3204,"often","often","often","often","always","always","always"
"5314352",401,5,1,3205,"always","sometimes","never","often","sometimes","always","almost never"
"2154531",401,6,1,3206,"almost never","never","always","often","always","sometimes","never"
"1543543",401,7,1,3207,"never","always","often","sometimes","always","often","sometimes"
"2222333",401,8,1,3208,"almost never","almost never","almost never","almost never","sometimes","sometimes","sometimes"
"4321512",402,1,1,3209,"often","sometimes","almost never","never","always","never","almost never"
"1352215",402,2,1,3210,"never","sometimes","always","almost never","almost never","never","always"
"3215142",402,3,1,3211,"sometimes","almost never","never","always","never","often","almost never"
"3524241",402,4,1,3212,"sometimes","always","almost never","often","almost never","often","never"
"1234321",402,5,1,3213,"never","almost never","sometimes","often","sometimes","almost never","never"
"2222444",402,6,1,3214,"almost never","almost never","almost never","almost never","often","often","often"
"4321135",402,7,1,3215,"often","sometimes","almost never","never","never","sometimes","always"
"2413512",402,8,1,3216,"almost never","often","never","sometimes","always","never","almost never"
"2154154",403,1,1,3217,"almost never","never","always","often","never","always","often"
"2345314",403,2,1,3218,"almost never","sometimes","often","always","sometimes","never","often"
"3524314",403,3,1,3219,"sometimes","always","almost never","often","sometimes","never","often"
"1543543",403,4,1,3220,"never","always","often","sometimes","always","often","sometimes"
"4135425",403,5,1,3221,"often","never","sometimes","always","often","almost never","always"
"5314352",403,6,1,3222,"always","sometimes","never","often","sometimes","always","almost never"
"4253241",403,7,1,3223,"often","almost never","always","sometimes","almost never","often","never"
"1111444",403,8,1,3224,"never","never","never","never","often","often","often"
"2413135",404,1,1,3225,"almost never","often","never","sometimes","never","sometimes","always"
"4321253",404,2,1,3226,"often","sometimes","almost never","never","almost never","always","sometimes"
"5555222",404,3,1,3227,"always","always","always","always","almost never","almost never","almost never"
"5314234",404,4,1,3228,"always","sometimes","never","often","almost never","sometimes","often"
"1111444",404,5,1,3229,"never","never","never","never","often","often","often"
"1543352",404,6,1,3230,"never","always","often","sometimes","sometimes","always","almost never"
"1111444",404,7,1,3231,"never","never","never","never","often","often","often"
"5432123",404,8,1,3232,"always","often","sometimes","almost never","never","almost never","sometimes"
"2345123",405,1,1,3233,"almost never","sometimes","often","always","never","almost never","sometimes"
"3451425",405,2,1,3234,"sometimes","often","always","never","often","almost never","always"
"5555111",405,3,1,3235,"always","always","always","always","never","never","never"
"4321512",405,4,1,3236,"often","sometimes","almost never","never","always","never","almost never"
"5432432",405,5,1,3237,"always","often","sometimes","almost never","often","sometimes","almost never"
"1111333",405,6,1,3238,"never","never","never","never","sometimes","sometimes","sometimes"
"4512345",405,7,1,3239,"often","always","never","almost never","sometimes","often","always"
"1352524",405,8,1,3240,"never","sometimes","always","almost never","always","almost never","often"
"3451352",406,1,1,3241,"sometimes","often","always","never","sometimes","always","almost never"
"3333111",406,2,1,3242,"sometimes","sometimes","sometimes","sometimes","never","never","never"
"1234135",406,3,1,3243,"never","almost never","sometimes","often","never","sometimes","always"
"1543425",406,4,1,3244,"never","always","often","sometimes","often","almost never","always"
"1234253",406,5,1,3245,"never","almost never","sometimes","often","almost never","always","sometimes"
"3524432",406,6,1,3246,"sometimes","always","almost never","often","often","sometimes","almost never"
"4253123",406,7,1,3247,"often","almost never","always","sometimes","never","almost never","sometimes"
"1111111",406,8,1,3248,"never","never","never","never","never","never","never"
"4321512",407,1,1,3249,"often","sometimes","almost never","never","always","never","almost never"
"2413135",407,2,1,3250,"almost never","often","never","sometimes","never","sometimes","always"
"1425413",407,3,1,3251,"never","often","almost never","always","often","never","sometimes"
"5241531",407,4,1,3252,"always","almost never","often","never","always","sometimes","never"
"5432123",407,5,1,3253,"always","often","sometimes","almost never","never","almost never","sometimes"
"5432123",407,6,1,3254,"always","often","sometimes","almost never","never","almost never","sometimes"
"5555111",407,7,1,3255,"always","always","always","always","never","never","never"
"2345432",407,8,1,3256,"almost never","sometimes","often","always","often","sometimes","almost never"
"3215524",408,1,1,3257,"sometimes","almost never","never","always","always","almost never","often"
"2413512",408,2,1,3258,"almost never","often","never","sometimes","always","never","almost never"
"4512413",408,3,1,3259,"often","always","never","almost never","often","never","sometimes"
"4253123",408,4,1,3260,"often","almost never","always","sometimes","never","almost never","sometimes"
"3215451",408,5,1,3261,"sometimes","almost never","never","always","often","always","never"
"3142512",408,6,1,3262,"sometimes","never","often","almost never","always","never","almost never"
"2345241",408,7,1,3263,"almost never","sometimes","often","always","almost never","often","never"
"5241413",408,8,1,3264,"always","almost never","often","never","often","never","sometimes"
"4321253",409,1,1,3265,"often","sometimes","almost never","never","almost never","always","sometimes"
"1111222",409,2,1,3266,"never","never","never","never","almost never","almost never","almost never"
"3524432",409,3,1,3267,"sometimes","always","almost never","often","often","sometimes","almost never"
"5314234",409,4,1,3268,"always","sometimes","never","often","almost never","sometimes","often"
"4444444",409,5,1,3269,"often","often","often","often","often","often","often"
"5241345",409,6,1,3270,"always","almost never","often","never","sometimes","often","always"
"1352524",409,7,1,3271,"never","sometimes","always","almost never","always","almost never","often"
"1234253",409,8,1,3272,"never","almost never","sometimes","often","almost never","always","sometimes"
"4253123",410,1,1,3273,"often","almost never","always","sometimes","never","almost never","sometimes"
"3142321",410,2,1,3274,"sometimes","never","often","almost never","sometimes","almost never","never"
"1234512",410,3,1,3275,"never","almost never","sometimes","often","always","never","almost never"
"3451543",410,4,1,3276,"sometimes","often","always","never","always","often","sometimes"
"1352524",410,5,1,3277,"never","sometimes","always","almost never","always","almost never","often"
"2531215",410,6,1,3278,"almost never","always","sometimes","never","almost never","never","always"
"2345432",410,7,1,3279,"almost never","sometimes","often","always","often","sometimes","almost never"
"4321512",410,8,1,3280,"often","sometimes","almost never","never","always","never","almost never"
"2345432",411,1,1,3281,"almost never","sometimes","often","always","often","sometimes","almost never"
"4444222",411,2,1,3282,"often","often","often","often","almost never","almost never","almost never"
"3333111",411,3,1,3283,"sometimes","sometimes","sometimes","sometimes","never","never","never"
"2531451",411,4,1,3284,"almost never","always","sometimes","never","often","always","never"
"5123215",411,5,1,3285,"always","never","almost never","sometimes","almost never","never","always"
"5241154",411,6,1,3286,"always","almost never","often","never","never","always","often"
"3215524",411,7,1,3287,"sometimes","almost never","never","always","always","almost never","often"
"5314543",411,8,1,3288,"always","sometimes","never","often","always","often","sometimes"
"2413253",412,1,1,3289,"almost never","often","never","sometimes","almost never","always","sometimes"
"3333333",412,2,1,3290,"sometimes","sometimes","sometimes","sometimes","sometimes","sometimes","sometimes"
"4135425",412,3,1,3291,"often","never","sometimes","always","often","almost never","always"
"2531142",412,4,1,3292,"almost never","always","sometimes","never","never","often","almost never"
"1234253",412,5,1,3293,"never","almost never","sometimes","often","almost never","always","sometimes"
"4512345",412,6,1,3294,"often","always","never","almost never","sometimes","often","always"
"2345241",412,7,1,3295,"almost never","sometimes","often","always","almost never","often","never"
"3451543",412,8,1,3296,"sometimes","often","always","never","always","often","sometimes"
"1111222",413,1,1,3297,"never","never","never","never","almost never","almost never","almost never"
"2154345",413,2,1,3298,"almost never","never","always","often","sometimes","often","always"
"3524432",413,3,1,3299,"sometimes","always","almost never","often","often","sometimes","almost never"
"2345123",413,4,1,3300,"almost never","sometimes","often","always","never","almost never","sometimes"
"4512154",413,5,1,3301,"often","always","never","almost never","never","always","often"
"3451234",413,6,1,3302,"sometimes","often","always","never","almost never","sometimes","often"
"3333555",413,7,1,3303,"sometimes","sometimes","sometimes","sometimes","always","always","always"
"2345432",413,8,1,3304,"almost never","sometimes","often","always","often","sometimes","almost never"
"1111222",414,1,1,3305,"never","never","never","never","almost never","almost never","almost never"
"4444444",414,2,1,3306,"often","often","often","often","often","often","often"
"2154345",414,3,1,3307,"almost never","never","always","often","sometimes","often","always"
"2413512",414,4,1,3308,"almost never","often","never","sometimes","always","never","almost never"
"2345123",414,5,1,3309,"almost never","sometimes","often","always","never","almost never","sometimes"
"5314234",414,6,1,3310,"always","sometimes","never","often","almost never","sometimes","often"
"1352215",414,7,1,3311,"never","sometimes","always","almost never","almost never","never","always"
"1111222",414,8,1,3312,"never","never","never","never","almost never","almost never","almost never"
"4321512",415,1,1,3313,"often","sometimes","almost never","never","always","never","almost never"
"1111111",415,2,1,3314,"never","never","never","never","never","never","never"
"4135425",415,3,1,3315,"often","never","sometimes","always","often","almost never","always"
"4512345",415,4,1,3316,"often","always","never","almost never","sometimes","often","always"
"1111333",415,5,1,3317,"never","never","never","never","sometimes","sometimes","sometimes"
"4135352",415,6,1,3318,"often","never","sometimes","always","sometimes","always","almost never"
"2222555",415,7,1,3319,"almost never","almost never","almost never","almost never","always","always","always"
"5123215",415,8,1,3320,"always","never","almost never","sometimes","almost never","never","always"
"4512531",416,1,1,3321,"often","always","never","almost never","always","sometimes","never"
"5123142",416,2,1,3322,"always","never","almost never","sometimes","never","often","almost never"
"5555333",416,3,1,3323,"always","always","always","always","sometimes","sometimes","sometimes"
"3451543",416,4,1,3324,"sometimes","often","always","never","always","often","sometimes"
"1543425",416,5,1,3325,"never","always","often","sometimes","often","almost never","always"
"3215215",416,6,1,3326,"sometimes","almost never","never","always","almost never","never","always"
"2531524",416,7,1,3327,"almost never","always","sometimes","never","always","almost never","often"
"4135425",416,8,1,3328,"often","never","sometimes","always","often","almost never","always"
"5241531",417,1,1,3329,"always","almost never","often","never","always","sometimes","never"
"5314543",417,2,1,3330,"always","sometimes","never","often","always","often","sometimes"
"1352451",417,3,1,3331,"never","sometimes","always","almost never","often","always","never"
"2413321",417,4,1,3332,"almost never","often","never","sometimes","sometimes","almost never","never"
"4321253",417,5,1,3333,"often","sometimes","almost never","never","almost never","always","sometimes"
"1234135",417,6,1,3334,"never","almost never","sometimes","often","never","sometimes","always"
"2345314",417,7,1,3335,"almost never","sometimes","often","always","sometimes","never","often"
"5241345",417,8,1,3336,"always","almost never","often","never","sometimes","often","always"
"5123524",418,1,1,3337,"always","never","almost never","sometimes","always","almost never","often"
"4253241",418,2,1,3338,"often","almost never","always","sometimes","almost never","often","never"
"4135352",418,3,1,3339,"often","never","sometimes","always","sometimes","always","almost never"
"5241413",418,4,1,3340,"always","almost never","often","never","often","never","sometimes"
"3215215",418,5,1,3341,"sometimes","almost never","never","always","almost never","never","always"
"5432241",418,6,1,3342,"always","often","sometimes","almost never","almost never","often","never"
"4512531",418,7,1,3343,"often","always","never","almost never","always","sometimes","never"
"3142321",418,8,1,3344,"sometimes","never","often","almost never","sometimes","almost never","never"
"5432123",419,1,1,3345,"always","often","sometimes","almost never","never","almost never","sometimes"
"5241413",419,2,1,3346,"always","almost never","often","never","often","never","sometimes"
"2413135",419,3,1,3347,"almost never","often","never","sometimes","never","sometimes","always"
"1111222",419,4,1,3348,"never","never","never","never","almost never","almost never","almost never"
"4512154",419,5,1,3349,"often","always","never","almost never","never","always","often"
"2413321",419,6,1,3350,"almost never","often","never","sometimes","sometimes","almost never","never"
"1543543",419,7,1,3351,"never","always","often","sometimes","always","often","sometimes"
"4444444",419,8,1,3352,"often","often","often","often","often","often","often"
"1352451",420,1,1,3353,"never","sometimes","always","almost never","often","always","never"
"1352524",420,2,1,3354,"never","sometimes","always","almost never","always","almost never","often"
"1352451",420,3,1,3355,"never","sometimes","always","almost never","often","always","never"
"1543543",420,4,1,3356,"never","always","often","sometimes","always","often","sometimes"
"2345314",420,5,1,3357,"almost never","sometimes","often","always","sometimes","never","often"
"5432123",420,6,1,3358,"always","often","sometimes","almost never","never","almost never","sometimes"
"1543234",420,7,1,3359,"never","always","often","sometimes","almost never","sometimes","often"
"2531215",420,8,1,3360,"almost never","always","sometimes","never","almost never","never","always"
"2222333",421,1,1,3361,"almost never","almost never","almost never","almost never","sometimes","sometimes","sometimes"
"4512154",421,2,1,3362,"often","always","never","almost never","never","always","often"
"5555111",421,3,1,3363,"always","always","always","always","never","never","never"
"3524123",421,4,1,3364,"sometimes","always","almost never","often","never","almost never","sometimes"
"5314425",421,5,1,3365,"always","sometimes","never","often","often","almost never","always"
"2345123",421,6,1,3366,"almost never","sometimes","often","always","never","almost never","sometimes"
"4321321",421,7,1,3367,"often","sometimes","almost never","never","sometimes","almost never","never"
"4253314",421,8,1,3368,"often","almost never","always","sometimes","sometimes","never","often"
"4512413",422,1,1,3369,"often","always","never","almost never","often","never","sometimes"
"3524432",422,2,1,3370,"sometimes","always","almost never","often","often","sometimes","almost never"
"3215451",422,3,1,3371,"sometimes","almost never","never","always","often","always","never"
"2531142",422,4,1,3372,"almost never","always","sometimes","never","never","often","almost never"
"4253123",422,5,1,3373,"often","almost never","always","sometimes","never","almost never","sometimes"
"1352215",422,6,1,3374,"never","sometimes","always","almost never","almost never","never","always"
"1234321",422,7,1,3375,"never","almost never","sometimes","often","sometimes","almost never","never"
"4444222",422,8,1,3376,"often","often","often","often","almost never","almost never","almost never"
"2413512",423,1,1,3377,"almost never","often","never","sometimes","always","never","almost never"
"5123215",423,2,1,3378,"always","never","almost never","sometimes","almost never","never","always"
"5432432",423,3,1,3379,"always","often","sometimes","almost never","often","sometimes","almost never"
"5123524",423,4,1,3380,"always","never","almost never","sometimes","always","almost never","often"
"1352451",423,5,1,3381,"never","sometimes","always","almost never","often","always","never"
"5241531",423,6,1,3382,"always","almost never","often","never","always","sometimes","never"
"1352524",423,7,1,3383,"never","sometimes","always","almost never","always","almost never","often"
"1111111",423,8,1,3384,"never","never","never","never","never","never","never"
"4512345",424,1,1,3385,"often","always","never","almost never","sometimes","often","always"
"3524241",424,2,1,3386,"sometimes","always","almost never","often","almost never","often","never"
"4321321",424,3,1,3387,"often","sometimes","almost never","never","sometimes","almost never","never"
"5432314",424,4,1,3388,"always","often","sometimes","almost never","sometimes","never","often"
"4321135",424,5,1,3389,"often","sometimes","almost never","never","never","sometimes","always"
"4321321",424,6,1,3390,"often","sometimes","almost never","never","sometimes","almost never","never"
"3215215",424,7,1,3391,"sometimes","almost never","never","always","almost never","never","always"
